ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO22N000433,행사,행사, 표선해변 하얀모래축제,,,,,,,,,,다나382820,126.8365477,33.32847277,표선해수욕장 일대,2022-07-30,2022-07-31,축하공연+노래자랑+광어맨손잡기 등,표선리청년회,표선리마을회,,064-760-4438,https://seogwipo.go.kr/festivals/pyoseon/index.htm,,2022-12-15,6520000,제주특별자치도 서귀포시,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000434,행사,행사,제7회 돈내코계곡 원앙축제,제주특별자치도,서귀포시,5013010700,상효동,5013056000,영천동,5.01E+11,제주특별자치도 서귀포시 돈내코로 114,63582,다나147791,126.5847715,33.30023859,돈내코 유원지,2022-08-06,2022-08-06,탐방 프로그램+축하공연 등,영천동축제위원회,제주특별자치도 서귀포시 영천동,,064-760-4651,https://seogwipo.go.kr/festivals/donnaeko/index.htm,,2022-12-15,6520000,제주특별자치도 서귀포시,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000435,행사,행사,쇠소깍축제,제주특별자치도,서귀포시,5013010800,하효동,5013055000,효돈동,5.01E+11,제주특별자치도 서귀포시 쇠소깍로 151-7,63600,다나181735,126.620922,33.25016656,하효항 및 쇠소깍 해변,2022-08-13,2022-08-14,쇠소깍 어린이 사생대회+보물찾기 등,효돈동연합청년회,효돈동연합청년회,효돈동주민센터,064-760-4623,https://seogwipo.go.kr/festivals/blacksand/index.htm,,2022-12-15,6520000,제주특별자치도 서귀포시,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000436,행사,행사,서귀포칠십리축제,제주특별자치도,서귀포시,5013010100,서귀동,5013051000,송산동,5.01E+11,제주특별자치도 서귀포시 칠십리로 120-12,63596,다나130726,126.5668484,33.24144151,서귀포시 자구리공원 및 시내 일원,2022-10-14,2022-10-16,칠십리 퍼레이드+문화예술 한마당 등,서귀포칠십리축제조직위원회,제주특별자치도 서귀포시,,064-760-3942,https://seogwipo.go.kr/festivals/70ni/index.htm,,2022-12-15,6520000,제주특별자치도 서귀포시,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000437,행사,행사,서귀포 겨울바다 국제펭귄수영대회,,,,,,,,,,나나982731,126.4080834,33.24523114,중문색달해수욕장 (중문관광단지 내),2023-01-01,2023-01-01,2023 새로운 출발 새로운 다짐,(사)서귀포시관광협의회,제주특별자치도 서귀포시,,064-739-7201,https://seogwipo.go.kr/festivals/penguinswimming/info/intro.htm,,2022-12-15,6520000,제주특별자치도 서귀포시,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000438,행사,행사,성산일출축제,제주특별자치도,서귀포시,5013025921,성산읍 성산리,5013025900,성산읍,5.01E+11,제주특별자치도 서귀포시 성산읍 일출로 284-12,63643,다나476968,126.9368007,33.46223376,서귀포시 성산일출봉 일원,2022-12-31,2023-01-01,코로나19 종식 기원 제주 큰굿+성산 10경+열린 음악회 등,제주특별자치도,성산일출축제위원회,,064-760-4281,https://www.sunrisefestival.kr/welcome,,2022-12-15,6520000,제주특별자치도 서귀포시,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000439,행사,행사,최남단 방어축제,제주특별자치도,서귀포시,5013025022,대정읍 하모리,5013025000,대정읍,5.01E+11,제주특별자치도 서귀포시 대정읍 최남단해안로 66,63513,나나837699,126.2520491,33.21449893,모슬포항 일원,2022-11-26,2022-12-25,청정 바다의 흥과멋과 맛의 향연,최남단방어축제위원회,최남단방어축제위원회,해양수산부+제주특별자치도+서귀포시+수협중앙회+모슬포수협,064-794-8032,http://bangeofestival.com/introduction,,2022-12-15,6520000,제주특별자치도 서귀포시,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000440,행사,행사, 덕수리 전통민속 재현행사,제주특별자치도,서귀포시,5013031026,안덕면 덕수리,5013031000,안덕면,5.01E+11,제주특별자치도 서귀포시 안덕면 일주서로 1836,63527,나나902742,126.3222874,33.2541298,덕수리민속공연장 (제주조각공원운동장),2022-10-07,2022-10-08,전통민속 재현,덕수리민속보존회,덕수리마을회,,064-760-4313,https://seogwipo.go.kr/festivals/deoksuri/info/intro.htm,,2022-12-15,6520000,제주특별자치도 서귀포시,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000441,행사,행사,중문 칠선녀축제,제주특별자치도,서귀포시,5013011200,중문동,5013061000,중문동,5.01E+11,제주특별자치도 서귀포시 천제연로 132 중문관광단지,63546,나나992740,126.418354,33.252662,중문관광단지 및 천제연폭포 일원,2022-11-05,2022-11-06,지역특화 콘텐츠 홍보+사진전,중문동연합청년회,중문칠선녀축제위원회,,064-760-4824,https://seogwipo.go.kr/festivals/sevenbeauty/info/intro.htm,,2022-12-15,6520000,제주특별자치도 서귀포시,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000442,행사,행사,진주남강유등축제,경상남도,진주시,4817010300,강남동,4817051500,천전동,4.82E+11,경상남도 진주시 강남로 291번길 10,52707,라라533881,128.0855326,35.18725548,진주성 + 진주남강일원,2022-10-10,2022-10-31,개제식(초혼점등)+소망등 달기+ 추억의 유등띄우기+ 창작등 전시+ 진주성 둘레길등 전시+ 한국의 등·세계풍물등 전시 등,진주남강유등축제제전위원회,경상남도 진주시청+진주문화예술재단,문화체육관광부+경상남도+한국관광공사+경상남도교육청+언론기관,055-755-9111,http://www.yudeung.com,,2022-12-09,5310000,경상남도 진주시,20221209,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221209
KC488PO22N000443,행사,행사,개천예술제,경상남도,진주시,4817010400,칠암동,4817051500,천전동,4.82E+11,경상남도 진주시 강남로 215(칠암동) 문화예술회관 6층,52722,라라538881,128.0917424,35.18727536,진주시 일원,2022-10-27,2022-11-03,성화 채화+ 진다례 말차시연+ 호국타종+ 성화 봉송 및 안치+ 제향+ 진군명령 퍼포먼스+ 개천합창제+ 진주오광대 정기공연+ 진주·삼천포 농악+ 종야축제(뮤지컬 진주대첩)+ 서제+ 개제식+ 가장행렬경진대회+ 예술경연대회+ 진주대첩승전재현행사+ 종야축제+ 예술문화축하행사+ 체험행사+ 각종 전시 등,개천예술제 제전위원회,경상남도 진주시청 + (사)한국예총 진주지회,,055-752-0111,http://www.gaecheonart.com,,2022-12-09,5310000,경상남도 진주시,20221209,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221209
KC488PO22N000444,행사,행사,코리아드라마페스티벌,경상남도,진주시,4817010400,천천동,4817010400,칠암동,4.82E+11,"경상남도 진주시 강남로 275, 4층",52721,라라534882,128.0869247,35.18839494,경남문화예술회관+장대동 남강둔치 일원,2022-10-21,2022-11-03,코리아드라마어워즈+ KDF콘서트+ 드라마영상국제포럼+ 부대행사 등,(사)드라마페스티벌 조직위원회,(사)드라마페스티벌 조직위원회,문화체육관광부+경상남도+진주시,055-755-2363,http://www.kdfo.org,,2022-12-09,5310000,경상남도 진주시,20221209,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221209
KC488PO22N000445,행사,행사,진주논개제,경상남도,진주시,4817010700,남성동,4817055500,성북동,4.82E+11,경상남도 진주시 진양호로 476,52689,라라525885,128.0776702,35.19079391,진주성 일원,2022-05-05,2022-05-08,헌다례 및 신위순행+ 의암별제+ 실경역사뮤지컬 의기논개+ 교방행렬+ 진주교방의악가무+ 교방문화 체험행사 등,진주논개제 제전위원회,경상남도 진주시청+진주문화관광재단+진주문화원+(사)진주민속예술보존회,,055-746-5001,http://jjcc.or.kr/,,2022-12-09,5310000,경상남도 진주시,20221209,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221209
KC488PO22N000446,행사,행사,진해군항제,경상남도,창원시,4812913900,경화동,4812956000,경화동,,경상남도 창원시 진해구 진해대로 649,51583,마라081855,128.6869245,35.15910822,중원로터리 및 진해구 일원,2019-04-01,2019-04-10,추모대제+승전행사+불꽃쇼+문화예술행사,(사)이충무공선양군항제위원회,경상남도 창원시,,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000447,행사,행사,진해군악의장페스티벌,경상남도,창원시,4812910300,도만동,4812953000,충무동,,경상남도 창원시 진해구 충무로 43(도만동),51702,마라052842,128.6554537,35.14836103,진해공설운동장,2019-04-01,2019-04-10,개막행사+주공연장 마칭공연+프린지공연,(사)이충무공선양군항제위원회,경상남도 창원시,,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000448,행사,행사,마산국화축제,경상남도,창원시,4812513500,월포동,4812556500,반월중앙동,,경상남도 창원시 마산합포구 해안대로 180,51717,라라972890,128.5677047,35.19164153,마산해양신도시 및 원도심 일원,2022-10-29,2022-11-09,국화작품전시+공연,마산국화축제위원회,경상남도 창원시,,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000449,행사,행사,창원진동불꽃낙화축제,경상남도,창원시,4812532025,진동면 요장리,4812532000,진동면,,경상남도 창원시 마산합포구 진동면 광암해안길16-1,51791,라라908792,128.4971465,35.10418995,창원진동면 광암항,2021-12-11,2021-12-11,축하공연+개막식+불꽃낙화 점화,창원서부수협+진동면청년회,창원진동미더덕축제위원회+창원진동불꽃낙화축제위원회,,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000450,행사,행사,야철제,경상남도,창원시,4812310400,외동,4812352000,중앙동,,경상남도 창원시 성산구 성산패총로 137,51534,마라073909,128.6792735,35.20793223,성산패총,2022-06-30,2022-06-30,초혼제+불씨봉송 및 점화+제례,경상남도 창원시,경상남도 창원시,,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000451,행사,행사,남산상봉제,경상남도,창원시,4812110300,서상동,4812151000,의창동,,경상남도 창원시 의창구 팔용로 494-37,51369,마라018963,128.6191963,35.25767299,남산공원,2022-09-17,2022-09-18,개막식+상봉가요제+남산어울림한마당+체험행사,창원남산상봉제 축제위원회,창원남산상봉제 축제위원회,,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000452,행사,행사,창원음식문화축제,경상남도,창원시,4812313600,신월동,4812351500,용지동,,경상남도 창원시 성산구 중앙대로186번길 13,51444,마라080933,128.687083,35.2293087,용지문화공원,2022-11-19,2022-11-19,전국요리경연대회+음식문화전시관+홍보판매관+체험관,창원시음식문화축제추진위원회,경상남도 창원시,,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000453,행사,행사,창원단감축제,경상남도,창원시,4812125036,동읍 화양리,4812125000,동읍,,경상남도 창원시 의창구 동읍 동읍로359번길 27,51117,마마057008,128.6635826,35.2978383,창원단감테마공원,2022-10-29,2022-10-30,개장행사+단감요리경연대회+단감요리체험+문화예술공연,창원단감축제위원회,창원단감축제위원회,,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000454,행사,행사,마산아구데이축제,,,,,,,,,,,,,오동동문화광장,2022-05-13,2022-05-13,아구가요제+체험프로그램+무료시식회,경상남도+경상남도 창원시,아구데이추진위원회+오동동상인연합회,,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000455,행사,행사,창원K-POP월드페스티벌,경상남도,창원시,4812312500,중앙동,4812352000,중앙동,,경상남도 창원시 성산구 원이대로 450,51411,마라060936,128.6656978,35.232511,창원종합운동장,2022-10-07,2022-10-07,본선진출자 경연+K-POP스타 축하공연,KBS,외교부+해외문화홍보원,경상남도 창원시,,,,2022-11-24,5670000,경상남도 창원시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000456,행사,행사,문경찻사발축제,경상북도,문경시,4728025027,문경읍 진안리,4728025000,문경읍,4.73E+11,경상북도 문경시 문경읍 문경대로 2416,36919,라바521604,128.0845639,36.74062871,문경새재 야외공연장일원,2022-04-30,2022-05-08,대한민국 도예 명장전 등 전시행사+왕의 찻자리 등 체험행사+사기장의 하루+차담이 어드벤처 등 특별행사,문경찻사발축제추진위원회,경상북도 문경시청,문화체육관광부+경상북도+문경도자기협동조합,054-550-6395,http://www.sabal21.com,,2022-12-08,5120000,경상북도 문경시,20221208,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221208
KC488PO22N000457,행사,행사,문경약돌한우축제,경상북도,문경시,4728025030,문경읍 상초리,4728025000,문경읍,4.73E+11,경상북도 문경시 문경읍 새재로932,36919,라바514627,128.0769905,36.76160207,문경새재 야외공연장일원,2022-11-04,2022-11-06,문경약돌한우 홍보,문경약돌한우축제추진위원회,경상북도 문경시청,,054-571-7677,http://mghanwoo.or.kr/,,2022-12-08,5120000,경상북도 문경시,20221208,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221208
KC488PO22N000458,행사,행사,문경오미자축제,경상북도,문경시,4728035026,동로면 노은리,4728035000,동로면,4.73E+11,경상북도 문경시 동로면 노은2길 4,36903,라바727640,128.3153048,36.7715572,동로면 적성리 금천둔지 일원,2022-09-16,2022-09-18,문경오미자 홍보,문경오미자축제추진위원회,경상북도 문경시청,,054-571-7677,http://www.mg5mija.or.kr/,,2022-12-08,5120000,경상북도 문경시,20221208,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221208
KC488PO22N000459,행사,행사,문경사과축제,경상북도,문경시,4728025030,문경읍 상초리,4728025000,문경읍,4.73E+11,경상북도 문경시 문경읍 새재로932,36919,라바514627,128.0769905,36.76160207,문겨새재 오픈세트장,2022-10-15,2022-10-31,문경사과 홍보,문경사과축제추진위원회,경상북도 문경시청,,054-571-7677,http://www.mgapple.or.kr/,,2022-12-08,5120000,경상북도 문경시,20221208,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221208
KC488PO22N000460,행사,행사,대덕제 대구앞산축제(예정),대구광역시,남구,2720010300,대명동,2720066000,대명11동,,대구광역시 남구 앞산순환로 351-17,42496,라마961600,128.5645966,35.831799,대구앞산빨래터공원+앞산맛둘레길일대,2022-10-01,2022-10-02,앞산을 배경으로 다양한 체험프로그램과 문화예술 공연이 있는 주민화합 축제,남구문화행사추진원회,남구문화행사추진원회,대구광역시+대구광역시 남구,053-664-3262,,,2022-12-12,3440000,대구광역시 남구,20221212,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221212
KC488PO22N000461,행사,행사,대구할로윈축제,대구광역시,남구,2720010300,대명동,2720064000,대명9동,2.72E+11,대구광역시 남구 안지랑로20길 79-2,42487,라마971607,128.5756934,35.83821749,앞산카페거리+안지랑곱창골목,2022-10-29,2022-10-30,미군부대가 있는 남구의 다문화적 특성과 관광자원을 연계한 이색 축제,남구문화행사추진원회,남구문화행사추진원회,대구광역시+대구광역시 남구,053-664-3262,,,2022-12-12,3440000,대구광역시 남구,20221212,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221212
KC488PO22N000463,행사,행사,섬마을밴드 음악축제,인천광역시,옹진군,2872037000,자월면,2872037000,자월면,,인천광역시 옹진군 자월면 대이작로159번길,,,,,대이작도 해양생태관 야외무대,2022-10-08,2022-10-08,섬마을 음악동호회 공연,(재)인천문화재단,인천광역시,,,,,2022-11-30,6280000,인천광역시,20221130,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221130
KC488PO22N000464,행사,행사,동인천 낭만시장,,,,,,,,,,,,,동인천역 북광장,2022-10-29,2022-10-30,레트로컨셉의 시장축제,인천관광공사,인천광역시,인천광역시동구,,http://www.romancemarket.co.kr/,,2022-11-30,6280000,인천광역시,20221130,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221130
KC488PO22N000465,행사,행사,그루브인관악 페스티벌,서울특별시,관악구,1162010200,신림동,1162064500,서원동,1.16E+11,서울특별시 관악구 신원로 35,8776,다사495427,126.9290234,37.48231224,별빛내린천,2022-07-16,2022-07-17,모든 장르의 스트릿 댄스 배틀+플리마켓+전시 등 다양한 스트릿 문화를 별빛내린천에서 만날 수 있는 문화축제,관악문화재단+서울자치구문화재단연합회,서울특별시 관악구청,서울문화재단,02-828-5763,https://gfac.or.kr/,,2022-12-15,3200000,서울특별시 관악구,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000466,행사,행사,관악강감찬축제,서울특별시,관악구,1162010100,봉천동,1162058500,낙성대동,1.16E+11,서울특별시 관악구 낙성대로 77,8799,다사521415,126.959371,37.47197208,낙성대공원,2022-10-14,2022-10-16,강감찬 장군 출병식+전승행렬 거리 퍼레이드+고려마을 테마 체험부스+강감찬 장군 추모제향 등 다채로운 행사 진행,관악문화재단,서울특별시 관악구청,문화체육관광부+서울특별시청,02-828-5762,https://ggcfest.com/,,2022-12-15,3200000,서울특별시 관악구,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000467,행사,행사,어린이동화페스티벌,서울특별시,관악구,1162010200,신림동,1162073500,대학동,1.16E+11,서울특별시 관악구 신림로 3길 35,8825,다사509410,126.9448855,37.46759765,관악문화재단 어린이라운지,2022-11-12,2022-11-12,소방관마술쇼+동화구연+인형극 등 다양한 어린이 전문 프로그램 운영,관악문화재단,관악문화재단,서울특별시 관악구청,02-828-5829,https://lib.gwanak.go.kr/,,2022-12-15,3200000,서울특별시 관악구,20221215,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221215
KC488PO22N000468,행사,행사,계양산국악제,인천광역시,계양구,2824510200,계산동,2824561200,계산2동,2.82E+11,인천광역시 계양구 주부토로 570,21030,다사318498,126.728998,37.545044,계산체육공원+계양문화회관,2022-04-22,2022-04-24,국악경연대회(예선 : 온라인심사+결선 : 대면심사)+축하·기획·특별공연(온오프병행),인천광역시 계양구,인천광역시 계양구청,인천광역시청,032-450-5874,,,2022-12-01,3550000,인천광역시 계양구,20221201,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221201
KC488PO22N000469,행사,행사,이태원지구촌축제,서울특별시,용산구,1117013000,이태원동,1117065000,이태원1동,1.12E+11,서울특별시 용산구 이태원로 27가길 42,4350,다사551485,126.9928343,37.5350478,이태원 관광특구 일원,2022-10-15,2022-10-16,거리퍼레이드+세계·한국음식부스 운영+국가 홍보부스+세계민속 공연+문화체험+이태원 특화 공연 및 관내 박물관 등 기관 참여 프로그램 등,(사)이태원관광특구연합회,(사)이태원관광특구연합회,,,,,2022-11-18,3020000,서울특별시 용산구,20221118,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221118
KC488PO22N000470,행사,행사,양평단월고로쇠축제,경기도,양평군,4183036021,단월면 보룡리,4183036000,단월면,4.18E+11,경기도 양평군 단월면 보룡길 53,12529,라사152488,127.672992,37.53855944,단월레포츠공원,2019-03-16,2019-03-17,물맑은 양평의 청정지역에서만 나오는 소리산 고로쇠 수액으로 매년 3월에 개최되는 축제,경기도 양평군 단월면,단월고뢰쇠축제추진위원회,경기도 양평군청+ 단월면,031-770-3199,www.양평고로쇠축제.com,,2022-11-28,4170000,경기도 양평군,20221128,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221128
KC488PO22N000471,행사,행사,양평산수유한우축제,경기도,양평군,4183041021,개군면 하자포리,4183041000,개군면,,경기도 양평군 개군면 자진개1길 83,12568,라사027370,127.5313533,37.43277374,개군레포츠공원,2019-04-06,2019-04-07,노랑 산수유 꽃이 필 4월 주읍리 등 마을길을 걷고 개군한우를 먹으며 즐길수 있는 축제,경기도 양평군 개군면,양평산수유축제추진위원회,경기도 양평군청+개군면+개군농업협동조합 등,031-770-3341,www.yp21.go.kr,,2022-11-28,4170000,경기도 양평군,20221128,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221128
KC488PO22N000472,행사,행사,용문산산나물축제,경기도,양평군,4183040033,용문면 신점리,4183040000,용문면,4.18E+11,경기도 양평군 용문면 용문산로 782,12510,라사062501,127.5704646,37.55023222,용문산관광지일대,2022-04-22,2022-04-24,"산나물의 맛과 향기를 느낄수 있는 신나는 공연, 즐거운 체험과 전+산나물 요리 등 다채로운 축제",경기도 양평군청,경기도 양평군청,경기관광공사+경기도 양평군청,031-770-2308,,용문역 산나물축제,2022-11-28,4170000,경기도 양평군,20221128,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221128
KC488PO22N000473,행사,행사,양평물축제,경기도,양평군,4183034021,옥천면 옥천리,4183034000,옥천면,4.18E+11,경기도 양평군 옥천면 옥천체육공원길 66,12508,다사961467,127.4561346,37.52001447,옥천레포츠공원,2019-07-26,2019-07-28,옥천면 사탄천 일대에서 가족과 함께 시원한 여름을 즐기는 축제,경기도 양평군 옥천면,옥천면물축제추진위원회,경기도 양평군청+옥천면,031-770-3155,https://okcheonwater.modoo.at/,,2022-11-28,4170000,경기도 양평군,20221128,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221128
KC488PO22N000474,행사,행사,양평부추축제,경기도,양평군,4183038021,양동면 쌍학리,4183038000,양동면,4.18E+11,경기도 양평군 양동면 양동역길 19,12539,라사225357,127.7544833,37.42030404,양동역일대,2018-09-15,2018-09-16,양동면의 특산품인 부추로 다양한 음식과 더불어 을미의병 발상지로서 의병출정식 등 행사,경기도 양평군 양동면,양평부추축제추진위원회,경기도 양평군청+양동면,031-774-2583,,,2022-11-28,4170000,경기도 양평군,20221128,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221128
KC488PO22N000475,행사,행사,양평김장보쌈축제,경기도,양평군,4183025027,양평읍 도곡리,4183025000,양평읍,4.18E+11,경기도 양평군 양평읍 종합운동장로 7,12564,라사020434,127.5235879,37.49038171,물맑은양평종합운동장,2021-11-01,2021-11-30,11월 김장철을 맞아 김장체험 및 김치를 살수 있는 먹거리 축제이다,양평농촌나드리,양평농촌나드리,경기도 양평군청,031-774-5427,https://kimchifestival.modoo.at/,,2022-11-28,4170000,경기도 양평군,20221128,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221128
KC488PO22N000476,행사,행사,영월동강뗏목축제,,,,,,,,,,라사860094,128.4698463,37.17968547,동강둔치 일원,2022-07-28,2022-07-30,전통뗏목시연+맨손송어잡기+래프팅,영월문화재단,강원도 영월군,강원랜드,033-375-6353,http://www.ywcf.com/,삼굿시연+뗏목+동강둔치+래프팅+카누+물놀이,2022-06-15,4270000,강원도 영월군,20220615,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220615
KC488PO22N000477,행사,행사,페스티벌 다다,경기도,양평군,4183025021,양평읍 양근리,4183025000,양평읍,4.18E+11,경기도 양평군 양평읍 문화복지길 2,12546,다사985442,127.4839942,37.49709717,양강섬 일대,2022-10-01,2022-10-01,문화적 영감이 흐르는 양강섬에서 지역과 예술 장르 간 교류의 장을 마련하여 양평의 생태+역사+문화자원을 활용한 자연친화적인 예술 축제,양평문화재단,양평문화재단,경기도 양평군청,031-775-6737,https://ypcf.or.kr/,,2022-11-28,4170000,경기도 양평군,20221128,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221128
KC488PO22N000478,행사,행사,양평예술제,경기도,양평군,4183025025,양평읍 공흥리,4183025000,양평읍,4.18E+11,경기도 양평군 양평읍 농업기술센터길 25-15,12547,라사011455,127.5125495,37.50947279,용문산관광지일대,2022-10-28,2022-10-29,양평예총 회원단체의 예술문화 공연과 전시+체험을 통해 지역예술가들과 양평예술을 홍보하여 예술인 역량 강화,양평예총,양평예총,경기도 양평군청,031-774-7037,https://blog.naver.com/yp7037,,2022-11-28,4170000,경기도 양평군,20221128,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221128
KC488PO22N000479,행사,행사, 파주개성인삼축제,경기도,파주시,4148025026,문산읍 사목리,4148025000,문산읍,4.15E+11,경기도 파주시 문산읍 임진각로 177,10808,다사331880,126.7401859,37.88953876,임진각 광장,2022-10-22,2022-10-23,파주개성인삼 전시 및 판매+농특산물 홍보 및 판매+각종 공연 및 체험행사 등,파주개성인삼축제추진위원회,경기도 파주시청,,031-940-5283,http://tour.paju.go.kr,,2022-11-24,4060000,경기도 파주시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000480,행사,행사, 파주장단콩축제,경기도,파주시,4148025026,문산읍 사목리,4148025000,문산읍,4.15E+11,경기도 파주시 문산읍 임진각로 177,10808,다사331880,126.7401859,37.88953876,임진각 광장,2022-11-25,2022-11-28,파주장단콩 전시 및 판매+농특산물 홍보 및 판매+각종 공연 및 체험행사 등,파주장단콩축제추진위원회,경기도 파주시청,,031-940-5283,http://tour.paju.go.kr,,2022-11-24,4060000,경기도 파주시,20221124,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221124
KC488PO22N000481,행사,행사, 남해 마늘·한우 축제,경상남도,남해군,4884025023,남해읍 남변리,4884025000,남해읍,4.88E+11,경상남도 남해군 남해읍 남해대로 2745,52427,라라365487,127.8999851,34.8323041,남해유배문학관,2022-06-10,2022-06-12,남해 마늘 한우 판매,경상남도 남해군청,남해 마늘한우 축제추진위원회,,055-860-3908,http://tour.namhae.go.kr/main.web,,2022-12-07,5430000,경상남도 남해군,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
KC488PO22N000482,행사,행사,상주은모래비치 섬머페스티벌,,,4884032022,상주면 상주리,4884032000,상주면,,경남 남해군 상주면 상주로 10-3,52440,라라446365,127.9874005,34.7222267,상주은모래비치 해수욕장,2022-08-04,2022-08-06,문화예술공연,경상남도 남해군청,남해군 상주번영회,,055-860-8603,http://tour.namhae.go.kr/main.web,,2022-12-07,5430000,경상남도 남해군,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
KC488PO22N000483,행사,행사,제10회 독일마을 맥주축제,,,4884033000,삼동면,4884033000,삼동면,,경남 남해군 삼동면 독일로 87-7,,,,,독일마을 일원,2022-09-30,2022-10-02,공연 및 체험프로그램+먹거리판매,경상남도 남해군청,경상남도 남해군청+남해군 관광문화재단+독일마을맥주축제추진단,,055-864-4515,http://tour.namhae.go.kr/main.web,,2022-12-07,5430000,경상남도 남해군,20221207,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20221207
