ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KC488PO22N000239,행사,행사,안흥찐빵축제,강원도,횡성군,4273032021,안흥면 안흥리,4273032000,안흥면,4.27E+11,강원도 횡성군 안흥면 주천강로 1868,25271,라사580347,128.1554843,37.40978635,안흥찐빵모락모락마을 일원,2022-10-07,2022-10-09,안흥찐빵 시식 및 홍보+농경문화 체험+먹거리장터운영 등,안흥찐빵축제위원회,강원도 횡성군 안흥면행정복지센터,,033-340-2742,,,2022-07-18,4260000,강원도 횡성군,20220718,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220718
KC488PO22N000240,행사,행사,횡성한우축제,강원도,횡성군,4273025023,횡성읍 북천리,4273025000,횡성읍,4.27E+11,강원도 횡성군 횡성읍 문화체육로 57,25216,라사432442,127.9891498,37.49608715,횡성종합운동장,2022-09-30,2022-10-04,한우구이터+횡성한우 발전포럼+횡성빛축제 등,횡성문화재단,강원도 횡성군청,,033-340-5712,http://www.happyhanwoofestival.com/,,2022-07-18,4260000,강원도 횡성군,20220718,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220718
KC488PO22N000241,행사,행사,단기4355년 개천절 대제전,서울특별시,종로구,1111011500,사직동,1111053000,사직동,1.11E+11,서울특별시 종로구 인왕산로 22,3027,다사528530,126.9658016,37.5758942,사직동 단군성전,2022-10-03,2022-10-03,국조 단군의 개국을 기념하는 전통제례 봉행 및 부대행사,(사)현정회,(사)현정회,문화체육관광부+서울특별시+종로구,02-736-6375,http://blog.naver.com/lgb301,,2022-07-08,3000000,서울특별시 종로구,20220708,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220708
KC488PO22N000242,행사,행사,단기4355년 어천절 대제전,서울특별시,종로구,1111011500,사직동,1111053000,사직동,1.11E+11,서울특별시 종로구 인왕산로 22,3027,다사528530,126.9658016,37.5758942,사직동 단군성전,2022-03-15,2022-03-15,국조 단군의 승천을 기념하는 전통제례 봉행 및 부대행사,(사)현정회,(사)현정회,문화체육관광부+서울특별시+종로구,02-736-6375,http://blog.naver.com/lgb301,,2022-07-08,3000000,서울특별시 종로구,20220708,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220708
KC488PO22N000243,행사,행사,2022년 제18회 해운대모래축제,부산광역시,해운대구,2635010600,중동,2635053000,중1동,2.64E+11,부산광역시 해운대구 중동2로 11,48095,마라515865,129.1635703,35.16292295,해운대 해수욕장,2022-05-20,2022-05-23,모래작품 전시+체험프로그램+플라워카펫 등,부산광역시 해운대구청+(사)해운대문화관광협의회,부산광역시 해운대구청,,051-749-4062,,,2022-09-01,3330000,부산광역시 해운대구,20220901,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220901
KC488PO22N000244,행사,행사,제4회 부산국제매직버스킹챔피언십,부산광역시,해운대구,2635010600,중동,2635053000,중1동,2.64E+11,부산광역시 해운대구 중동2로 11,48095,마라515865,129.1637039,35.16299265,해운대 구남로,2022-07-22,2022-07-24,매직버스킹공연+무대공연+경연대회 등,부산국제매직페스티벌조직위원회,부산국제매직페스티벌조직위원회,해운대구청,,,,2022-09-01,3330000,부산광역시 해운대구,20220901,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220901
KC488PO22N000245,행사,행사,반송한마음축제,부산광역시,해운대구,2635010600,중동,2635053000,중1동,2.64E+11,부산광역시 해운대구 중동2로 11,48095,마라515865,129.1635613,35.16307411,송운초등학교,2022-07-23,2022-07-23,개막행사+장기자랑+무대공연 등,반송한마음축제위원회,반송한마음축제위원회,해운대구청,,,,2022-09-01,3330000,부산광역시 해운대구,20220901,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220901
KC488PO22N000246,행사,행사,제26회 바다축제,부산광역시,해운대구,2635010600,중동,2635053000,중1동,2.64E+11,부산광역시 해운대구 중동2로 11,48095,마라514866,129.1634483,35.16328558,해운대 해수욕장,2022-07-30,2022-07-31,개막행사+무대공연 등,부산문화관광축제조직위원회,부산광역시,,,,,2022-09-01,3330000,부산광역시 해운대구,20220901,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220901
KC488PO22N000247,행사,행사,제19회 담안골문화축제,부산광역시,해운대구,2635010600,중동,2635053000,중1동,2.64E+11,부산광역시 해운대구 중동2로 11,48095,마라515865,129.1635694,35.16288692,영산대학교,2022-09-17,2022-09-17,개막행사+무대공연 등,반송지구발전협의회,반송지구발전협의회,부산광역시 해운대구청,,,,2022-09-01,3330000,부산광역시 해운대구,20220901,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220901
KC488PO22N000248,행사,행사,2022 해운대 해양레저축제,부산광역시,해운대구,2635010600,중동,2635053000,중1동,2.64E+11,부산광역시 해운대구 중동2로 11,48095,마라515865,129.1634826,35.16292451,송정 해수욕장,2022-09-24,2022-09-25,개막행사+해양체험프로그램 등,부산광역시 해운대구청,부산광역시 해운대구청,부산광역시 해운대구청,,,,2022-09-01,3330000,부산광역시 해운대구,20220901,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220901
KC488PO22N000249,행사,행사,2023 해운대 카운트다운&해맞이축제,부산광역시,해운대구,2635010600,중동,2635053000,중1동,2.64E+11,부산광역시 해운대구 중동2로 11,48095,마라515865,129.1635303,35.16306784,해운대 해수욕장,2022-12-31,2023-01-01,카운트다운 행사+해맞이 행사+부대 프로그램 등,부산광역시 해운대구청,부산광역시 해운대구청,,051-749-4062,,,2022-09-01,3330000,부산광역시 해운대구,20220901,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220901
KC488PO22N000250,행사,행사,안동국제탈춤축제,경상북도,안동시,4717011300,운흥동,4717051000,중구동,4.72E+11,경상북도 안동시 경동로 684(운흥동) 등 원도심 일대,36706,마바103412,128.732934,36.5627376,안동탈춤공원+시내일원+하회마을 외,2022-09-29,2022-10-03,탈춤공연+경연대회+대동난장 등,한국정신문화재단,경상북도 안동시청,,054-840-3400,www.maskdance.com,명예대표 문화관광축제,2022-08-30,5070000,경상북도 안동시,20220830,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220830
KC488PO22N000251,행사,행사,2022. 노원달빛산책,서울특별시,노원구,1135010500,상계동,1135069500,상계6.7동,1.14E+11,서울특별시 노원구 상계동 683-1,1678,다사614608,127.0626452,37.646207,당현3교~ 수학문화관,2022-10-14,2022-10-30,등ㆍ빛 작품 전시,노원문화재단,노원문화재단,,,,,2022-08-17,3100000,서울특별시 노원구,20220817,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220817
KC488PO22N000252,행사,행사,해맞이축제,,,,,,,,,,마바691186,129.3854643,36.350455,영덕삼사해상공원,2021-12-31,2022-01-01,경북대종타종식 및 영덕해맞이축제,영덕군관광진흥협의회,경상북도청+경상북도 영덕군청,,054-730-6393,www.yd.go.kr,삼사해상산책로,2022-08-19,5180000,경상북도 영덕군,20220819,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220819
KC488PO22N000253,행사,행사,영덕대게축제,,,,,,,,,,마바696197,129.391384,36.360209,경상북도 영덕군 강구항 해파랑공원,2021-12-27,2021-12-31,영덕대게 홍보 및 체험축제,영덕대게축제추진위원회,경상북도 영덕군청+영덕대게축제추진위원회,문화체육관광부+경상북도,054-730-6393,https://crab.ydfesta.kr/,해파랑공원,2022-08-19,5180000,경상북도 영덕군,20220819,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220819
KC488PO22N000254,행사,행사,영덕황금은어축제,,,,,,,,,,마바671261,129.3641712,36.41846472,오십천 둔치 일원,2022-07-29,2022-07-31,황금은어 홍보 및 체험 축제,경상북도청+경상북도 영덕군청,경상북도청+경상북도 영덕군청,영덕경찰서+유관기관,054-730-6586,www.yd.go.kr,오십천,2022-08-19,5180000,경상북도 영덕군,20220819,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220819
KC488PO22N000255,행사,행사,영덕물가자미축제,,,,,,,,,,마바743363,129.446771,36.509106,축산항 일원,2019-04-25,2019-04-28,물가자미 홍보 및 체험 축제,경상북도청+경상북도 영덕군청,경상북도청+경상북도 영덕군청,영덕경찰서+유관기관,054-730-6092,www.yd.go.kr,축산항,2022-08-19,5180000,경상북도 영덕군,20220819,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220819
KC488PO22N000256,행사,행사,제 13회 광주비엔날레,광주광역시,북구,2917010700,용봉동,2917059000,용봉동,2.92E+11,광주광역시 북구 비엔날레로 111,61104,다라443877,126.8892087,35.18309828,광주광역시 북구 비엔날레전시관,2021-04-01,2021-05-09,떠오르는 마음 맞이하는 영혼,(재)광주비엔날레,광주광역시+(재)광주비엔날레,GKL사회공헌재단+광주신세계+매일유업+광주은행+셀트리온+ALCANTARA+태성문화재단+신한카드+케이옥션,062-608-4222,www.gwangjubiennale.org,,2022-01-01,6290000,광주광역시,20220101,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220101
KC488PO22N000257,행사,행사,제 9회 광주디자인비엔날레,광주광역시,북구,2917010700,용봉동,2917059000,용봉동,2.92E+11,광주광역시 북구 비엔날레로 111,61104,다라443877,126.8892087,35.18309828,광주광역시 북구 비엔날레전시관,2021-09-01,2021-10-31,디-레볼루션(d-Revolution),(재)광주디자인진흥원,광주광역시,,062-611-5151,http://gdb.or.kr/html/overview,,2022-01-01,6290000,광주광역시,20220101,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220101
KC488PO22N000258,행사,행사,제6회 영산강 서창들녘 억새축제,광주광역시,서구,2914012900,벽진동,2914080000,서창동,2.91E+11,광주광역시 서구 서창둑길 377,62076,다라388827,126.8287286,35.13849414,영산강 친수공원 일대(영산강 자전거길 안내센터 앞),2021-10-07,2021-10-10,"공식행사, 포토존, 비대면 공연, 온라인전시, 부대행사, 재활용 아트 컨테스트, 서창들녘 낙조투어 등",광주광역시 서구,광주광역시 서구,"광주광역시, 광주환경공단",062-350-4792,광주광역시 서구청 > 조회 (seogu.gwangju.kr),,2022-01-01,6290000,광주광역시,20220101,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220101
KC488PO22N000259,행사,행사,광주 프린지페스티벌 김대중컨벤션센터,광주광역시,서구,2914012000,치평동,2914074500,치평동,2.91E+11,광주광역시 서구 상무누리로 30,61958,다라399837,126.8404805,35.14677706,김대중컨벤션센터 광장,2021-07-03,2021-07-03,"공연, 체험활동 및 플리마켓",광주문화재단,광주광역시,,062-670-7967,광주프린지페스티벌 - 광주거리예술축제 (fringefestival.kr),코로나 상황 대비 온오프라인 동시 운영,2022-01-01,6290000,광주광역시,20220101,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220101
KC488PO22N000260,행사,행사,광주 프린지페스티벌 유스퀘어광장,광주광역시,서구,2914011500,광천동,2914073000,광천동,2.91E+11,광주광역시 서구 무진대로 904,61937,다라435852,126.8798721,35.16057564,유스퀘어광장,2021-08-14,2021-08-14,"공연, 체험활동 및 플리마켓",광주문화재단,광주광역시,,062-670-7967,광주프린지페스티벌 - 광주거리예술축제 (fringefestival.kr),코로나 상황 대비 온오프라인 동시 운영,2022-01-01,6290000,광주광역시,20220101,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220101
KC488PO22N000261,행사,행사,충장축제,광주광역시,동구,2911011800,서석동,2911065500,서남동,2.91E+11,광주광역시 동구 서남로 1(서석동),61466,다라474835,126.9230932,35.1461417,광주광역시 동구 충장로,2021-10-13,2021-10-17,7080 레트로 축제,광주 동구,광주 동구청,문화체육관광부,062-608-2422,https://www.donggu.kr/index.es?sid=c8,https://korean.visitkorea.or.kr/detail/fes_detail.do?cotid=bcf209c6-3bc3-4b5b-b07d-75a22f0e40a4&big_category=undefined&mid_category=undefined&big_area=undefined,2022-01-01,6290000,광주광역시,20220101,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220101
KC488PO22N000262,행사,행사,봉래산발복기원제,부산광역시,영도구,2620012000,청학동,2620064000,청학2동,2.62E+11,부산광역시 영도구 벚꽃길 1,49087,마라421779,129.0590783,35.08646003,봉래산 헬기장,2022-06-11,2022-06-11,개회식+기원제+길놀이+의식공연+음복례 등,봉래산발복기원제추진위원회,봉래산발복기원제추진위원회,부산광역시 영도구청,051-419-5722,http://www.yeongdo.go.kr/main.web,,2022-09-19,3280000,부산광역시 영도구,20220919,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220919
KC488PO22N000263,행사,행사,영도다리축제,부산광역시,영도구,2620012100,동삼동,2620065000,동삼1동,2.62E+11,부산광역시 영도구 해양로 301번길 55,49111,마라442769,129.0820078,35.07714964,아미르공원+영도일원+영도다리축제유튜브채널,2022-10-14,2022-10-16,개막주제공연+축하공연+불꽃쇼+퍼레이드+체험행사 등,영도문화원,부산광역시 영도구청,부산광역시,051-419-4064,http://www.yeongdo.go.kr/ydfestival.web,,2022-09-19,3280000,부산광역시 영도구,20220919,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220919
KC488PO22N000264,행사,행사,전주국제영화제,전라북도,전주시,4511111700,고사동,4511151000,중앙동,,전라북도 전주시 완산구 전주객사4길 74-12,54999,다마678583,127.1437421,35.82088479,고사동영화의거리 일대,2022-04-28,2022-05-07,우수한 국내외 영화를 소개하는 영화축제의 장,전주국제영화제조직위원회,전주국제영화제조직위원회+전주국제영화제 집행위원회,문화체육관광부+전라북도+전라북도 전주시(청)+영화진흥위원회,063-288-5433,https://www.jeonjufest.kr,전주국제영화제+한옥마을+객사+덕진공원,2022-08-01,4640000,전라북도 전주시,20220801,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220801
KC488PO22N000265,행사,행사,전주한지문화축제,전라북도,전주시,4511110700,경원동3가,4511153000,풍남동,,전라북도 전주시 완산구 현무1길 20,55000,다마682582,127.1482307,35.8205657,한국전통문화전당 일원,2022-05-05,2022-05-07,한지 축제,전주한지문화조직위원회,전라북도 전주시,문화체육관광부+전라북도+전라북도 전주시(청),063-271-2503,https://jjhanji.or.kr,한지산업지원센터+한옥마을+객사+덕진공원,2022-08-01,4640000,전라북도 전주시,20220801,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220801
KC488PO22N000266,행사,행사,전주대사습놀이,전라북도,전주시,4511310600,덕진동2가,4511357000,덕진동,,전라북도 전주시 덕진구 권삼득로 400,54895,다마656614,127.1196082,35.84915665,국립무형유산원 및 전주한옥마을 일원,2022-08-27,2022-09-04,국악경연+전야제,전주대사습놀이조직위원회+㈜문화방송+전주MBC,전라북도 전주시,문화체육관광부+전라북도+전라북도교육청+㈜문화방송+전주MBC,063-252-6792,http://www.jjdss.or.kr,전주대사습놀이+한옥마을+객사+덕진공원,2022-08-01,4640000,전라북도 전주시,20220801,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220801
KC488PO22N000267,행사,행사,전주문화재야행,전라북도,전주시,4511110900,풍남동2가,4511153000,풍남동,,전라북도 전주시 완산구 은행로 3,55040,다마685581,127.1517715,35.81961325,전주한옥마을 일대,2022-06-17,2022-06-18,체험 및 공연,문화예술공작소,문화체육관광부+전라북도+전라북도 전주시(청),문화체육관광부+전라북도+전라북도 전주시(청),063-232-9938,http://www.jeonjunight.com/,전주문화재야행+한옥마을+객사+덕진공원,2022-08-01,4640000,전라북도 전주시,20220801,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220801
KC488PO22N000268,행사,행사,전주세계소리축제,전라북도,전주시,4511310500,덕진동1가,4511357000,덕진동,,전라북도 전주시 덕진구 소리로 31,54901,다마674620,127.1393284,35.85477195,한국소리문화의전당,2022-09-16,2022-09-25,소리 공연,전주세계소리축제조직위,전라북도+전주세계소리축제조직위원회,전라북도+전주세계소리축제조직위원회,063-232-8398,https://www.sorifestival.com/,전주세계소리축제+한옥마을+객사+덕진공원,2022-08-01,4640000,전라북도 전주시,20220801,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220801
KC488PO22N000269,행사,행사,전주독서대전,전라북도,전주시,4511111800,교동,4511153000,풍남동,,전라북도 전주시 완산구 전주천동로 20,55045,다마691573,127.1590306,35.81224642,"전주한벽문화관, 완판본문화관 일원",2022-09-30,2022-10-02,강연+공연+경연대회 등,전주시립도서관,전라북도 전주시,문화체육관광부+전라북도 전주시(청),063-230-1859,http://jjbook.kr/,전주독서대전+한옥마을+객사+덕진공원,2022-08-01,4640000,전라북도 전주시,20220801,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220801
KC488PO22N000270,행사,행사,제천국제음악영화제,충청북도,제천시,,,,,,충청북도 제천시 의림대로12길 14-1,,라사635058,128.2160865,37.1493417,"시내일원, 의림지",2022-08-12,2022-08-17,음악영화제,제천국제음악영화제집행위원회,제천국제음악영화제집행위원회,제천시,043-646-2242,http://www.jimff.org,,2022-09-14,4400000,충청북도 제천시,20220914,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220914
KC488PO22N000271,행사,행사,제천의병제,충청북도,제천시,4315010700,중앙로2가,4315052800,중앙동,4.32E+11,충청북도 제천시 의림대로 125,27169,라사631047,128.210774,37.13923321,자양영당 등,2022-10-22,2022-10-23,의병제,제천문화원,제천문화원,제천시,043-642-3646,http://www.jecheoncc.or.kr,,2022-09-14,4400000,충청북도 제천시,20220914,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220914
KC488PO22N000272,행사,행사,겨울왕국 제천페스티벌,충청북도,제천시,4315011300,청전동,4315059000,청전동,4.32E+11,충청북도 제천시 의림대로 242,27152,라사635058,128.2160865,37.1493417,시내 및 의림지 일원,2022-12-24,2023-01-23,겨울벚꽃 및 얼음 축제,(재)제천문화재단,(재)제천문화재단,제천시,043-641-4870,http://www.jccf.or.kr,,2022-09-14,4400000,충청북도 제천시,20220914,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220914
KC488PO22N000273,행사,행사,울진 친환경농산물 축제(예정),,,,,,,,,,마바697900,129.4070805,36.9934345,울진 연호공원,2022-09-30,2022-10-03,친환경농산물 축제,울진유통농업회사법인,경상북도 울진군,,054-789-6742,,,2022-08-31,5250000,경상북도 울진군,20220831,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220831
KC488PO22N000274,행사,행사,가족사랑 아이스축제,대구광역시,서구,2717010600,이현동,2717067500,상중이동,2.72E+11,대구광역시 서구 문화로 122,41759,라마943646,128.5454766,35.873636,이현공원물놀이장,2019-07-27,2019-07-27,온가족 참여 체험 프로그램+ 플리마켓 및 체험부스 등,공모 선정,공모 선정,대구광역시 서구청,053-663-2181,http://www.dgs.go.kr/tour/,,2022-09-20,3430000,대구광역시 서구,20220920,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220920
KC488PO22N000275,행사,행사,미소&행복 구민축제,대구광역시,서구,2717010600,이현동,2717067500,상중이동,2.72E+11,대구광역시 서구 당산로 403,41759,라마943645,128.545577,35.87279161,구민운동장,2019-10-13,2019-10-13,구민화합경기+ 구민가요제 등,대구광역시 서구문화원,대구광역시 서구문화원,대구광역시 서구청,053-663-2181,http://www.dgs.go.kr/tour/,,2022-09-20,3430000,대구광역시 서구,20220920,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220920
KC488PO22N000276,행사,행사,달구벌목민관축제,대구광역시,서구,2717010300,평리동,2717064000,평리3동,2.72E+11,대구광역시 서구 국채보상로 257,41777,라마956644,128.5592204,35.87232184,서구 일대,2019-10-13,2019-10-13,달구벌목민관 부임 행차 퍼레이드 등,대구광역시 서구청,대구광역시 서구청,대구광역시 서구청,053-663-2181,http://www.dgs.go.kr/tour/,,2022-09-20,3430000,대구광역시 서구,20220920,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220920
KC488PO22N000277,행사,행사,해맞이축제,,,,,,,,,,라마923659,128.5229054,35.88605833,와룡산 상리봉 정상,2019-01-01,2019-01-01,전통문화공연+ 성악공연+ 해맞이 퍼포먼스+ 떡국나눔,대구광역시 서구청,대구광역시 서구청,대구광역시 서구청,053-663-2181,https://www.dgs.go.kr/tour/page.php?mnu_uid=12688,,2022-09-20,3430000,대구광역시 서구,20220920,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220920
KC488PO22N000278,행사,행사,2022 김포 아라마린페스티벌,,,,,,,,,,다사371557,126.7878826,37.59870927,아라마리나 일원,2022-07-30,2022-07-31,SUP대회+수상레저체험행사+문화콘서트 등,수자원환경산업진흥㈜,경기도 김포시청+K-water,,031-999-7833,https://aramarinefestival.com,,2022-09-16,4090000,경기도 김포시,20220916,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220916
KC488PO22N000279,행사,행사,월곶 저잣거리 축제,,,,,,,,,,다사161683,126.5484958,37.7110181,월곶면 군하리 일원,2022-10-01,2022-10-01,문화행사+주막거리 재현+교육 프로그램 등,김포시 김포시청,경기도 김포시청,,031-980-5113,,,2022-09-16,4090000,경기도 김포시,20220916,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220916
KC488PO22N000280,행사,행사,김포 도심축제,경기도,김포시,4157010400,장기동,4157056000,장기동,4.16E+11,경기도 김포시 김포한강2로24번길 29,10079,다사273607,126.676558,37.643506,라베니체 수변상가 일원,2022-11-15,2022-11-30,점등식+경관조명 전시,김포시 김포시청,경기도 김포시청,,031-980-5113,,,2022-09-16,4090000,경기도 김포시,20220916,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220916
KC488PO22N000281,행사,행사,2022 김포 평화누리길 걷기 행사,,,,,,,,,,다사153605,126.5409612,37.64048159,평화누리길(김포 구간),2022-10-22,2022-10-22,걷기 프로그램+부대행사 등,경기관광공사,경기도 김포시청,,031-956-8307,https://dmz.ggtour.or.kr/,,2022-09-16,4090000,경기도 김포시,20220916,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220916
KC488PO22N000282,행사,행사,2022 경기인디뮤직페스티벌,,,,,,,,,,다사371557,126.7878826,37.59870927,백마도+아라마리나 일원,2022-10-15,2022-10-16,인디뮤지션 공연 및 부대행사,경기콘텐츠진흥원,경기도청+경기도 김포시청,,032-623-8032,http://gimf.co.kr/,,2022-09-16,4090000,경기도 김포시,20220916,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220916
KC488PO22N000283,행사,행사,주안미디어문화축제,,,,,,,,,,다사274402,126.6796135,37.4588336,옛시민회관 쉼터,2022-09-23,2022-09-25,미추홀의 특색있는 문화자원과 미디어 분야의 융합 콘텐츠를 만날 수 있는 축제 프로그램,인천광역시 미추홀구,인천광역시 미추홀구,,032-880-7978,https://www.michuhol.go.kr/culture/main.do,,2022-09-16,3510500,인천광역시 미추홀구,20220916,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220916
KC488PO22N000284,행사,행사,대청호가그린영화제,대전광역시,대덕구,3023012500,미호동,3023055000,신탄진동,3.02E+11,대전광역시 대덕구 대청로 607,34316,다바976306,127.4735679,36.47362538,대청공원 일원,2022-09-30,2022-10-02,개·폐막식(시상식 포함)+후보작상영회 등,대덕문화관광재단,대전광역시 대덕구,,042-608-6732,,,2022-09-23,3680000,대전광역시 대덕구,20220923,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220923
KC488PO22N000285,행사,행사,김호연재여성문화축제,대전광역시,대덕구,3023010700,송촌동,3023054300,송촌동,3.02E+11,대전광역시 대덕구 동춘당로 80 (동춘당),34402,다바947186,127.4412933,36.36537889,동춘당역사공원 일원,2022-10-15,2022-10-15,문화공연 등,대덕문화원,대전광역시 대덕구,,042-608-6574,,,2022-09-23,3680000,대전광역시 대덕구,20220923,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220923
KC488PO22N000286,행사,행사,생태캠핑 페스티벌,대전광역시,대덕구,3023012500,미호동,3023055000,신탄진동,3.02E+11,대전광역시 대덕구 대청로 607,34316,다바976306,127.4735679,36.47362538,대청공원 서편,2022-09-16,2022-09-16,생태 속에서 즐기는 음악 캠핑,대전광역시 대덕구,대전광역시 대덕구,,042-608-6735,,,2022-09-23,3680000,대전광역시 대덕구,20220923,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220923
KC488PO22N000287,행사,행사,구민화합대잔치,,,,,,,,,,다바978306,127.476024,36.47378332,대청공원 동편광장,2022-10-01,2022-10-01,체육경기+골든벨퀴즈+화합공연 등,대덕구체육회,대전광역시 대덕구,,042-608-6593,,,2022-09-23,3680000,대전광역시 대덕구,20220923,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220923
KC488PO22N000288,행사,행사,2022 양천 창의교육 축제 X 과학체험한마당,서울특별시,양천구,1147067000,신정6동,1147067000,신정동,1.15E+11,"서울특별시 양천구 목동동로 지하 111, (신정동)",8013,다사441467,126.8681124,37.51828131,"양천공원, 해누리타운2층",2022-10-14,2022-10-15,각종교육체험+특강+전시+공연+놀이마당,서울특별시 양천구청,서울특별시 양천구청,,02-2620-4626,http://www.yangcheon.go.kr,,2022-09-22,3140000,서울특별시 양천구,20220922,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220922
KC488PO22N000289,행사,행사,2022년 제6회 파리공원문화축제,서울특별시,양천구,1147055000,목5동,1147055000,목동,1.15E+11,"서울특별시 양천구 목동동로 363, (목동)",7983,다사449485,126.8771459,37.53447803,파리공원,2022-10-22,2022-10-22,자치회관프로그램발표+꼬마장터+체험부스,파리공원문화축제추진위원회,서울특별시 양천구청 목5동,"서울특별시 ,양천구",02-2620-4026,,,2022-09-22,3140000,서울특별시 양천구,20220922,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220922
KC488PO22N000290,행사,행사,이천도자기축제,경기도,이천시,4150031029,신둔면 고척리,4150031000,신둔면,4.15E+11,경기도 이천시 신둔면 도자예술로5번길 109,17306,다사898215,127.385686,37.29309775,이천시 신둔면 예스파크,2022-09-02,2022-10-03,도자기전시+체험,이천문화재단+이천시도자기축제추진위원회,경기도 이천시,경기도,031-636-2200,http://www.ceramic.or.kr,예스파크(이천도자예술마을) +사기막골도예촌+월전미술관+이천세라피아+이천시립박물관+미란다호텔스파+테르메덴,2022-09-20,4070000,경기도 이천시,20220920,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220920
KC488PO22N000291,행사,행사,설봉산별빛축제,경기도,이천시,4150010200,관고동,4150053000,관고동,4.15E+11,경기도 이천시 경충대로2697번길 304,17379,다사934198,127.425921,37.27792699,설봉공원야외대공연장,2022-07-09,2022-08-06,대중예술공연(총5회공연),(사)이천예총,경기도 이천시,경기도 이천시,031-634-7300,http://www.2000art.or.kr,설봉공원(1회 개막공연~4회공연)+장호원 복숭아축제장(5회 폐막공연),2022-09-20,4070000,경기도 이천시,20220920,문화체육관광부,KC_488_WNTY_CLTFSTVL_2022,20220920
